Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
61909596,00000247,false,Rx,0,5,0C,2C,32,00,00,00,00,00,
61933408,00000247,false,Rx,0,5,0C,2C,32,00,00,00,00,00,
61956660,00000247,false,Rx,0,5,0C,2C,32,00,00,00,00,00,
61980256,00000247,false,Rx,0,5,0C,2C,32,00,00,00,00,00,
62004417,00000247,false,Rx,0,5,0C,2C,32,00,00,00,00,00,
62028663,00000247,false,Rx,0,5,0C,2C,32,00,00,00,00,00,
62050910,00000247,false,Rx,0,5,0C,2C,32,00,00,00,00,00,
62074628,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62098044,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62121597,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62145271,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62170115,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62192263,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62215807,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62239444,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62263498,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62289171,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62310427,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62333584,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62357213,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62380748,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62404262,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62430505,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62451424,00000247,false,Rx,0,5,0C,2D,32,00,00,00,00,00,
62474963,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62498532,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62522211,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62545672,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62570733,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62592766,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62616276,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62639883,00000247,false,Rx,0,5,0C,2E,32,00,00,00,00,00,
62663422,00000247,false,Rx,0,5,0C,2F,32,00,00,00,00,00,
62687225,00000247,false,Rx,0,5,0C,2F,32,00,00,00,00,00,
62711398,00000247,false,Rx,0,5,0C,2F,32,00,00,00,00,00,
62734191,00000247,false,Rx,0,5,0C,30,32,00,00,00,00,00,
62757692,00000247,false,Rx,0,5,0C,30,32,00,00,00,00,00,
62781912,00000247,false,Rx,0,5,0C,31,32,00,00,00,00,00,
62804768,00000247,false,Rx,0,5,0C,31,32,00,00,00,00,00,
62829967,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
62851924,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
62875427,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
62898983,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
62922614,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
62946115,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
62970162,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
62993235,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63016971,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63040317,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63064143,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63087453,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63111599,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63134581,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63158121,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63181712,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63205259,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63231798,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63252426,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63276556,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63300417,00000247,false,Rx,0,5,0C,32,32,00,00,00,00,00,
63323086,00000247,false,Rx,0,5,0C,34,32,00,00,00,00,00,
63346582,00000247,false,Rx,0,5,0C,34,32,00,00,00,00,00,
63372086,00000247,false,Rx,0,5,0C,34,32,00,00,00,00,00,
63393891,00000247,false,Rx,0,5,0C,34,32,00,00,00,00,00,
63417262,00000247,false,Rx,0,5,0C,34,32,00,00,00,00,00,
63441078,00000247,false,Rx,0,5,0C,35,32,00,00,00,00,00,
63464342,00000247,false,Rx,0,5,0C,35,32,00,00,00,00,00,
63487920,00000247,false,Rx,0,5,0C,36,32,00,00,00,00,00,
63511545,00000247,false,Rx,0,5,0C,36,32,00,00,00,00,00,
63535059,00000247,false,Rx,0,5,0C,37,32,00,00,00,00,00,
63558621,00000247,false,Rx,0,5,0C,37,32,00,00,00,00,00,
63582176,00000247,false,Rx,0,5,0C,37,32,00,00,00,00,00,
63605743,00000247,false,Rx,0,5,0C,37,32,00,00,00,00,00,
63631275,00000247,false,Rx,0,5,0C,38,32,00,00,00,00,00,
63652832,00000247,false,Rx,0,5,0C,38,32,00,00,00,00,00,
63676406,00000247,false,Rx,0,5,0C,38,32,00,00,00,00,00,
63699959,00000247,false,Rx,0,5,0C,39,32,00,00,00,00,00,
63723481,00000247,false,Rx,0,5,0C,39,32,00,00,00,00,00,
63747049,00000247,false,Rx,0,5,0C,3A,32,00,00,00,00,00,
63772744,00000247,false,Rx,0,5,0C,3A,32,00,00,00,00,00,
63794805,00000247,false,Rx,0,5,0C,3A,32,00,00,00,00,00,
63818706,00000247,false,Rx,0,5,0C,3B,32,00,00,00,00,00,
63841299,00000247,false,Rx,0,5,0C,3B,32,00,00,00,00,00,
63864846,00000247,false,Rx,0,5,0C,3C,32,00,00,00,00,00,
63888427,00000247,false,Rx,0,5,0C,3D,32,00,00,00,00,00,
63912896,00000247,false,Rx,0,5,0C,3D,32,00,00,00,00,00,
63935537,00000247,false,Rx,0,5,0C,3E,32,00,00,00,00,00,
63959074,00000247,false,Rx,0,5,0C,3E,32,00,00,00,00,00,
63982675,00000247,false,Rx,0,5,0C,3E,32,00,00,00,00,00,
64006176,00000247,false,Rx,0,5,0C,3F,32,00,00,00,00,00,
64033120,00000247,false,Rx,0,5,0C,3F,32,00,00,00,00,00,
64053938,00000247,false,Rx,0,5,0C,40,32,00,00,00,00,00,
64076891,00000247,false,Rx,0,5,0C,41,32,00,00,00,00,00,
64100412,00000247,false,Rx,0,5,0C,41,32,00,00,00,00,00,
64123960,00000247,false,Rx,0,5,0C,42,32,00,00,00,00,00,
64147549,00000247,false,Rx,0,5,0C,42,32,00,00,00,00,00,
64173496,00000247,false,Rx,0,5,0C,43,32,00,00,00,00,00,
64194894,00000247,false,Rx,0,5,0C,43,32,00,00,00,00,00,
64218195,00000247,false,Rx,0,5,0C,43,32,00,00,00,00,00,
64241824,00000247,false,Rx,0,5,0C,44,32,00,00,00,00,00,
64265498,00000247,false,Rx,0,5,0C,44,32,00,00,00,00,00,
64289543,00000247,false,Rx,0,5,0C,44,32,00,00,00,00,00,
64312460,00000247,false,Rx,0,5,0C,44,32,00,00,00,00,00,
64336003,00000247,false,Rx,0,5,0C,45,32,00,00,00,00,00,
64359583,00000247,false,Rx,0,5,0C,45,32,00,00,00,00,00,
64383123,00000247,false,Rx,0,5,0C,45,32,00,00,00,00,00,
64406662,00000247,false,Rx,0,5,0C,46,32,00,00,00,00,00,
64432664,00000247,false,Rx,0,5,0C,46,32,00,00,00,00,00,
64453812,00000247,false,Rx,0,5,0C,46,32,00,00,00,00,00,
64477339,00000247,false,Rx,0,5,0C,47,32,00,00,00,00,00,
64500895,00000247,false,Rx,0,5,0C,48,32,00,00,00,00,00,
64524475,00000247,false,Rx,0,5,0C,48,32,00,00,00,00,00,
64548188,00000247,false,Rx,0,5,0C,48,32,00,00,00,00,00,
64574121,00000247,false,Rx,0,5,0C,49,32,00,00,00,00,00,
64595144,00000247,false,Rx,0,5,0C,49,32,00,00,00,00,00,
64618694,00000247,false,Rx,0,5,0C,4A,32,00,00,00,00,00,
64642262,00000247,false,Rx,0,5,0C,4A,32,00,00,00,00,00,
64665793,00000247,false,Rx,0,5,0C,4A,32,00,00,00,00,00,
64689383,00000247,false,Rx,0,5,0C,4C,32,00,00,00,00,00,
64713176,00000247,false,Rx,0,5,0C,4C,32,00,00,00,00,00,
64736490,00000247,false,Rx,0,5,0C,4C,32,00,00,00,00,00,
64760126,00000247,false,Rx,0,5,0C,4D,32,00,00,00,00,00,
64783888,00000247,false,Rx,0,5,0C,4D,32,00,00,00,00,00,
64807688,00000247,false,Rx,0,5,0C,4D,32,00,00,00,00,00,
64830698,00000247,false,Rx,0,5,0C,4E,32,00,00,00,00,00,
64854596,00000247,false,Rx,0,5,0C,4E,32,00,00,00,00,00,
64877798,00000247,false,Rx,0,5,0C,4E,32,00,00,00,00,00,
64901399,00000247,false,Rx,0,5,0C,4E,32,00,00,00,00,00,
64924923,00000247,false,Rx,0,5,0C,4E,32,00,00,00,00,00,
64948731,00000247,false,Rx,0,5,0C,4E,32,00,00,00,00,00,
64974765,00000247,false,Rx,0,5,0C,4E,32,00,00,00,00,00,
64995615,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65019190,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65042799,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65066855,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65089828,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65113727,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65136963,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65160485,00000247,false,Rx,0,5,0C,4F,32,00,00,00,00,00,
65184068,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65207621,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65231172,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65254996,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65278473,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65302327,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65326800,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65348977,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65374276,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65396134,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65419618,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65443208,00000247,false,Rx,0,5,0C,50,32,00,00,00,00,00,
65466872,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65490351,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65514492,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65537425,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65561085,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65584528,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65608093,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65631672,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65655901,00000247,false,Rx,0,5,0C,51,32,00,00,00,00,00,
65678784,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65702623,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65725883,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65749468,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65776100,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65796633,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65820670,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65843721,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65867243,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65890780,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65916298,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65937920,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65961498,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
65985039,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
66008594,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
66032165,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
66056536,00000247,false,Rx,0,5,0C,52,32,00,00,00,00,00,
66079530,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66102813,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66126412,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66149936,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66176682,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66197044,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66220600,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66244170,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66267700,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66291541,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66315905,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66338409,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66361945,00000247,false,Rx,0,5,0C,53,32,00,00,00,00,00,
66385501,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66409067,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66432779,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66456443,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66479738,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66503472,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66526887,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66550736,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66577146,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66597536,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66621081,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66644631,00000247,false,Rx,0,5,0C,54,32,00,00,00,00,00,
66668192,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66691739,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66716275,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66739146,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66762586,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66786384,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66809563,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66833344,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66857739,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66880201,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66903784,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66927351,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66950846,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66977892,00000247,false,Rx,0,5,0C,55,32,00,00,00,00,00,
66998127,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67021931,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67045109,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67068688,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67092222,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67116907,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67139312,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67162913,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67186460,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67210423,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67233816,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67257948,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67280716,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67304214,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67327802,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67351382,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67378540,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67398553,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67421999,00000247,false,Rx,0,5,0C,56,32,00,00,00,00,00,
67445627,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67469173,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67492727,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67517513,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67539836,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67563434,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67587257,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67610490,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67634053,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67658955,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67681168,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67704699,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67728306,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67752482,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67775402,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67799226,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67822501,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67846076,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67869634,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67893163,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67919405,00000247,false,Rx,0,5,0C,57,32,00,00,00,00,00,
67940321,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
67964093,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
67987436,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68011000,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68034577,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68059685,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68081649,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68105198,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68128801,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68152333,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68175876,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68199442,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68223445,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68247385,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68270091,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68293706,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68318872,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68341013,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68364322,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68387926,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68411493,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68434996,00000247,false,Rx,0,5,0C,58,32,00,00,00,00,00,
68459166,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68482323,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68505755,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68529225,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68552808,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68576565,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68600502,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68623480,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68647003,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68670601,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68695449,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68719590,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68741883,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68764801,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68788399,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68811892,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68835481,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68860987,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68883631,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68906151,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68929709,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68953281,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
68976986,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
69001191,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
69023942,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
69047675,00000247,false,Rx,0,5,0C,59,32,00,00,00,00,00,
69071070,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69094893,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69121401,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69141722,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69165294,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69188853,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69212905,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69236795,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69260400,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69283058,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69306635,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69330194,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69353730,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69377312,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69401846,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69424427,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69447984,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69472069,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69495082,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69520838,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69542258,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69565776,00000247,false,Rx,0,5,0C,5A,32,00,00,00,00,00,
69589316,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69612875,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69637481,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69661052,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69683739,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69707829,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69730665,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69754365,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69777755,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69802368,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69824886,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69848718,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69872002,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69895580,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69922598,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69942706,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69966228,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
69989837,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70013376,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70036926,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70061578,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70084037,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70107578,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70131121,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70154686,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70178384,00000247,false,Rx,0,5,0C,5B,32,00,00,00,00,00,
70202620,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70225633,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70248913,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70272522,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70296047,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70321922,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70343192,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70366730,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70390313,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70413829,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70437527,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70462167,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70484535,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70508051,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70531597,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70555185,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70578769,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70602547,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70625853,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70649451,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70673149,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70697019,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70722498,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70743934,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70767195,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70790771,00000247,false,Rx,0,5,0C,5C,32,00,00,00,00,00,
70814279,00000247,false,Rx,0,5,0C,5D,32,00,00,00,00,00,
70837887,00000247,false,Rx,0,5,0C,5D,32,00,00,00,00,00,
70863897,00000247,false,Rx,0,5,0C,5D,32,00,00,00,00,00,
70884991,00000247,false,Rx,0,5,0C,5D,32,00,00,00,00,00,
70908560,00000247,false,Rx,0,5,0C,5D,32,00,00,00,00,00,
