Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
4301852590,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301852811,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4301853028,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301853245,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4301853523,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301853686,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4301853959,000003B7,false,Rx,0,8,00,07,00,00,00,00,00,00,
4301854176,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301857760,00000639,false,Rx,0,8,14,00,02,00,00,00,00,00,
4301858682,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301858901,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4301859118,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4301863895,0000044D,false,Rx,0,8,5C,02,00,00,00,00,00,00,
4301864272,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4301864658,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301864877,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4301865148,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301865257,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
4301865534,00000260,false,Rx,0,8,00,FF,E7,00,00,00,00,50,
4301865752,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301867436,000003F9,false,Rx,0,8,58,5C,56,01,00,00,00,0F,
4301871212,00000499,false,Rx,0,8,D2,00,37,80,00,00,00,00,
4301871217,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301871222,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301871228,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4301871233,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4301871345,00000320,false,Rx,0,8,44,20,04,00,00,00,00,93,
4301873517,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4301875633,0000049A,false,Rx,0,8,00,13,A1,00,51,40,32,A8,
4301875797,00000351,false,Rx,0,4,00,00,00,00,00,00,00,00,
4301876666,0000063B,false,Rx,0,8,16,00,3A,F6,00,00,14,EF,
4301876885,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301877156,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4301877373,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301877597,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4301877764,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4301878035,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301880749,0000049B,false,Rx,0,8,00,A0,23,20,08,00,40,00,
4301882812,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301882976,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
4301883246,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4301885803,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4301886020,0000049D,false,Rx,0,8,66,65,00,C2,81,0A,37,80,
4301886727,00000680,false,Rx,0,8,D8,00,01,00,00,00,00,00,
4301886946,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301887270,00000610,false,Rx,0,8,20,00,00,64,C0,FF,FD,74,
4301891217,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4301891222,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301891227,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4301891232,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301891238,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301891243,00000361,false,Rx,0,8,80,00,00,00,20,00,00,88,
4301891248,000004A8,false,Rx,0,8,00,07,80,00,00,00,00,04,
4301894946,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301895108,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4301897066,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4301899130,0000049E,false,Rx,0,8,00,80,00,C0,01,B8,02,4B,
4301900163,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4301900981,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301901197,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4301901475,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301901691,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301901910,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4301902235,0000049F,false,Rx,0,8,00,44,D0,00,00,00,00,00,
4301903268,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301906094,00000260,false,Rx,0,8,00,FF,EB,00,00,00,00,54,
4301907021,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301907238,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4301907509,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4301911231,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4301911398,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4301912492,000003BC,false,Rx,0,8,00,20,00,00,00,01,00,00,
4301913035,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301913252,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4301913361,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
4301913584,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301913857,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301919080,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301919242,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4301919460,00000320,false,Rx,0,8,44,20,04,00,00,00,00,93,
4301919731,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301920654,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4301923703,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4301925005,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301925276,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4301925500,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301925717,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4301926099,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4301926370,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301926759,0000039B,false,Rx,0,5,00,00,00,00,00,00,00,00,
4301931236,000006C0,false,Rx,0,8,E4,00,80,A0,00,00,00,00,
4301931241,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301931352,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
4301931575,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4301934942,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4301935212,000003B6,false,Rx,0,8,00,00,02,10,00,00,03,00,
4301936029,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301936299,00000351,false,Rx,0,4,00,00,00,00,00,00,00,00,
4301937063,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301937280,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4301937504,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301937778,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301943095,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301943258,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4301944182,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4301946468,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4301947278,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4301950084,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301950089,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4301950095,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301950100,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301950105,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4301951412,0000042F,false,Rx,0,8,00,00,00,00,00,00,00,00,
4301951583,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4301952455,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301952672,00000421,false,Rx,0,8,00,00,00,00,00,00,00,00,
4301953489,00000361,false,Rx,0,8,80,00,00,00,20,00,00,88,
4301953706,0000038B,false,Rx,0,7,00,00,00,00,00,00,00,00,
4301955170,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301955332,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4301955610,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4301958490,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4301961149,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301961365,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4301961590,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301961699,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
4301961971,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301966694,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4301967021,0000045C,false,Rx,0,8,5F,02,00,20,08,00,00,00,
4301967237,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301967401,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4301971282,00000320,false,Rx,0,8,44,20,04,00,FF,00,00,92,
4301971287,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4301971293,00000420,false,Rx,0,8,00,14,00,14,FD,FC,00,4D,
4301971298,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301971303,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4301972780,000003FA,false,Rx,0,1,00,00,00,00,00,00,00,00,
4301973158,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301973375,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4301973652,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301973817,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4301974303,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4301979188,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301979351,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
4301979575,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4301982072,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4301985005,000003BD,false,Rx,0,1,20,00,00,00,00,00,00,00,
4301985221,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4301985437,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301985715,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4301985934,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301986533,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4301986968,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4301991327,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4301991332,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4301991560,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4301991781,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4301994381,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4301996943,00000351,false,Rx,0,4,00,00,00,00,00,00,00,00,
4301997321,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4301997545,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4301997821,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4301998038,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4301998255,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302001571,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302003250,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302003474,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4302003745,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302005645,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302007162,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302010169,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302010174,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302010180,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302010185,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
4302010190,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302014869,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302015300,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302015470,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302015740,00000320,false,Rx,0,8,44,20,04,00,00,00,00,93,
4302017965,00000361,false,Rx,0,8,80,00,00,00,20,00,00,88,
4302018235,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302018459,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302021331,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302021609,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302021827,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302022043,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302022429,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302027372,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302027541,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
4302030223,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302030229,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302030234,00000630,false,Rx,0,8,17,00,00,00,00,00,00,00,
4302030239,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302032268,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4302033409,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302033630,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302033901,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302034387,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302034662,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302036086,00000434,false,Rx,0,8,41,40,00,00,01,80,00,00,
4302038013,00000632,false,Rx,0,8,80,00,00,00,00,00,00,00,
4302038283,000003B9,false,Rx,0,3,A0,00,00,00,00,00,00,00,
4302038506,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302039432,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302039595,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302041490,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302045401,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302045686,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302045905,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302046122,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302046338,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302047210,00000633,false,Rx,0,8,81,00,00,00,00,00,00,00,
4302047650,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302051471,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302051476,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302053262,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4302053267,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302053272,00000394,false,Rx,0,1,00,00,00,00,00,00,00,00,
4302053277,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302056408,00000635,false,Rx,0,8,83,00,00,00,00,00,00,00,
4302057459,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302057676,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302057894,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302058065,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
4302058288,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302058457,00000351,false,Rx,0,4,00,00,00,00,00,00,00,00,
4302061934,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302063508,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302063671,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302063945,00000320,false,Rx,0,8,44,20,04,00,00,00,00,93,
4302065032,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302065409,000004C7,false,Rx,0,8,08,00,01,21,00,00,00,00,
4302067149,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302067365,000006F0,false,Rx,0,8,2E,00,0F,1E,00,C0,00,00,
4302067806,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302071538,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302071543,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302071548,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302071554,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302071559,0000045F,false,Rx,0,8,40,02,00,00,01,00,00,00,
4302071564,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302071569,00000620,false,Rx,0,8,10,00,00,26,B0,00,00,50,
4302072877,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4302075540,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302075704,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
4302075924,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302076248,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302081457,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302081728,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302081948,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302082165,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302082496,00000361,false,Rx,0,8,80,00,00,00,20,00,00,88,
4302083529,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302085540,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302087550,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302087712,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302091485,00000260,false,Rx,0,8,00,FF,E9,00,00,00,00,52,
4302091490,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302093611,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302093832,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302094048,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302094319,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302094542,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302099594,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302099814,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4302100030,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302100301,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302100578,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302105684,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302105905,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302106122,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302106393,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302106509,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
4302110344,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302110349,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302111659,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302111826,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302112096,00000320,false,Rx,0,8,44,20,04,00,00,00,00,93,
4302112260,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302113129,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4302116330,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302117364,000003F9,false,Rx,0,8,58,5C,56,01,00,00,00,0F,
4302117749,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302118031,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302118248,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302118472,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302118688,00000024,false,Rx,0,8,02,01,01,F4,62,1A,80,20,
4302118852,00000351,false,Rx,0,4,00,00,00,00,00,00,00,00,
4302123360,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302123692,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302123859,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
4302124075,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302130359,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302130364,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302130369,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302130375,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302130982,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4302132694,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302132913,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302135749,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302135912,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302136075,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302141835,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302142105,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302142322,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4302142545,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302142764,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302143905,000003B0,false,Rx,0,6,00,76,00,46,00,09,00,00,
4302146948,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302147164,00000361,false,Rx,0,8,80,00,00,00,20,00,00,88,
4302147928,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302150409,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4302150414,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302150427,00000260,false,Rx,0,8,00,FF,EB,00,00,00,00,54,
4302150432,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302153801,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4302154017,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302154234,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302154506,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302154723,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4302154835,0000032A,false,Rx,0,2,00,2F,00,00,00,00,00,00,
4302155106,000003B7,false,Rx,0,8,00,07,00,00,00,00,00,00,
4302156193,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302159287,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302159998,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302160161,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302160378,00000320,false,Rx,0,8,44,20,04,00,00,00,00,93,
4302165486,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302165975,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302166192,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302166469,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302166685,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302166905,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4302167175,00000440,false,Rx,0,8,42,02,00,00,01,00,00,00,
4302171604,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302171610,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302172046,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302172209,000000B6,false,Rx,0,4,00,00,00,BA,00,00,00,00,
4302172486,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
4302173574,000004A7,false,Rx,0,8,1E,00,75,00,70,00,00,00,
4302174553,00000498,false,Rx,0,8,C0,00,00,40,B9,00,00,15,
4302175640,0000049C,false,Rx,0,8,A0,05,0A,00,00,00,00,1E,
4302177543,0000058E,false,Rx,0,8,00,00,00,00,00,00,00,00,
4302178139,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302178356,00000230,false,Rx,0,7,00,02,02,01,00,00,3E,00,
4302178581,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302178906,00000351,false,Rx,0,4,00,00,00,00,00,00,00,00,
4302179123,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4302179779,00000245,false,Rx,0,5,00,00,00,00,4C,00,00,00,
4302181840,00000127,false,Rx,0,8,00,10,00,08,00,0E,FE,54,
4302182874,00000247,false,Rx,0,5,06,00,FF,00,00,00,00,00,
4302184121,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302184283,00000232,false,Rx,0,4,00,00,00,38,00,00,00,00,
4302190464,00000260,false,Rx,0,8,00,FF,EA,00,00,00,00,53,
4302190470,00000020,false,Rx,0,7,20,00,07,01,00,00,4F,00,
4302190475,000000B4,false,Rx,0,8,00,00,00,00,00,00,00,BC,
4302190642,00000025,false,Rx,0,8,A2,37,98,00,FF,FF,FF,9B,
4302190860,00000235,false,Rx,0,6,00,00,00,00,00,3D,00,00,
4302191346,00000024,false,Rx,0,8,02,01,01,F4,62,19,80,1F,
4302194063,000001C4,false,Rx,0,8,00,00,00,00,00,00,00,CD,
4302194226,00000262,false,Rx,0,5,21,00,00,00,8A,00,00,00,
4302196126,000000AA,false,Rx,0,8,1A,6F,1A,6F,1A,6F,1A,6F,
4302196343,000001AA,false,Rx,0,6,00,00,00,00,00,B1,00,00,
4302196566,00000224,false,Rx,0,8,00,00,00,00,00,00,00,08,
